Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Type,Asset_Price,Office_Identifier,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Asset_Office_Sales,Office_Year,Asset
FDL22,16.85,0,0.036390174,13,91.4488,OFF046,1997,2,0,1,2082.6224,16,Bonds
FDH19,19.35,0,0.03292824,10,173.1738,OFF027,1985,1,2,3,7298.4996,28,Bonds
FDY55,16.75,0,0.081252534,6,256.4988,OFF013,1987,0,2,1,7452.9652,26,Bonds
FDY03,17.6,1,0.076552407,10,110.5202,OFF017,2007,2,1,1,450.0808,6,Bonds
FDK21,7.905,0,0.016758569,13,250.4408,OFF010,1998,2,2,0,500.6816,15,Bonds
FDZ10,17.85,0,0.044248175,13,126.202,OFF027,1985,1,2,3,3668.558,28,Bonds
FDZ32,7.785,1,0.038288087,6,103.1964,OFF018,2009,1,2,2,736.3748,4,Bonds
NCZ18,7.825,0,0.186032678,9,253.0698,OFF035,2004,2,1,1,6088.0752,9,Private Equity
NCF07,9,0,0.031867464,9,101.0016,OFF027,1985,1,2,3,2125.2336,28,Private Equity
DRE49,20.75,0,0.021370201,14,153.0024,OFF017,2007,2,1,1,2277.036,6,ETF
FDJ08,11.1,0,0.193772568,6,190.3846,OFF019,1985,2,0,0,573.2538,28,Bonds
FDT39,6.26,1,0.009866049,10,151.1366,OFF035,2004,2,1,1,2267.049,9,Bonds
FDE08,18.2,0,0.082551042,6,147.3734,OFF010,1998,2,2,0,296.9468,15,Bonds
NCD06,13,0,0.099729888,9,46.306,OFF018,2009,1,2,2,559.272,4,Private Equity
FDB57,20.25,1,0.018801549,6,222.1772,OFF035,2004,2,1,1,5559.43,9,Bonds
NCT54,8.695,0,0.119721451,9,95.5094,OFF049,1999,1,0,1,1237.7222,14,Private Equity
DRF49,7.27,0,0.071222087,14,113.5518,OFF045,2002,2,1,1,569.259,11,ETF
FDM25,10.695,1,0.060371962,2,174.0712,OFF027,1985,1,2,3,3866.9664,28,Bonds
FDF20,12.85,0,0.033287541,6,198.4768,OFF045,2002,2,1,1,1379.5376,11,Bonds
FDH27,7.075,0,0.05858462,4,142.7128,OFF018,2009,1,2,2,1869.5664,4,Bonds
FDV60,20.2,1,0.11679292,0,196.211,OFF027,1985,1,2,3,5499.508,28,Bonds
FDY59,8.195,0,0.031452265,0,94.3462,OFF049,1999,1,0,1,925.462,14,Bonds
FDK36,7.09,0,0.00721395,0,47.9034,OFF035,2004,2,1,1,583.2408,9,Bonds
NCM31,6.095,0,0.081196619,11,141.4154,OFF046,1997,2,0,1,1418.154,16,Private Equity
FDE33,19.35,1,0.049916364,6,80.2644,OFF017,2007,2,1,1,942.7728,6,Bonds
FDU36,6.15,0,0.04627095,0,99.3384,OFF046,1997,2,0,1,2364.9216,16,Bonds
FDV13,17.35,1,0.02747716,3,87.9856,OFF027,1985,1,2,3,3251.7672,28,Bonds
FDV20,20.2,1,0.104704537,6,125.2678,OFF019,1985,2,0,0,254.3356,28,Bonds
NCQ54,17.7,0,0.012540003,9,167.0474,OFF035,2004,2,1,1,5895.659,9,Private Equity
FDO23,17.85,0,0.147023834,1,93.7436,OFF018,2009,1,2,2,1134.5232,4,Bonds
DRE60,9.395,0,0.159657596,14,224.972,OFF045,2002,2,1,1,7696.648,11,ETF
DRP47,15.75,0,0.141398626,7,250.5382,OFF017,2007,2,1,1,2775.7202,6,ETF
FDB21,7.475,0,0.148821808,6,241.2854,OFF045,2002,2,1,1,5317.0788,11,Bonds
FDR04,7.075,0,0.024750683,5,98.0068,OFF018,2009,1,2,2,874.8612,4,Bonds
FDX23,6.445,0,0.029691762,0,92.6436,OFF046,1997,2,0,1,1039.9796,16,Bonds
FDX19,19.1,0,0.096715523,6,235.0958,OFF035,2004,2,1,1,3038.0454,9,Bonds
FDD40,20.25,1,0.014790559,4,193.6162,OFF035,2004,2,1,1,3848.324,9,Bonds
FDA01,15,1,0.054378253,3,59.1904,OFF046,1997,2,0,1,527.3136,16,Bonds
FDS33,6.67,1,0.123428594,13,89.1514,OFF046,1997,2,0,1,2390.8878,16,Bonds
FDM50,13,1,0.029943463,3,60.222,OFF027,1985,1,2,3,1677.816,28,Bonds
FDB29,16.7,1,0.052368061,5,112.7176,OFF013,1987,0,2,1,801.6232,26,Bonds
FDF46,7.07,0,0.093861144,13,115.5834,OFF045,2002,2,1,1,1267.0174,11,Bonds
FDA33,6.48,0,0.033968647,13,148.0076,OFF045,2002,2,1,1,886.8456,11,Bonds
FDC08,19,1,0.173154079,6,228.272,OFF010,1998,2,2,0,452.744,15,Bonds
FDB53,13.35,0,0.139735226,5,147.5392,OFF045,2002,2,1,1,3877.6192,11,Bonds
FDY31,5.98,0,0.043351896,6,146.6418,OFF027,1985,1,2,3,4414.254,28,Bonds
DRQ35,9.3,0,0.042086652,7,122.4388,OFF027,1985,1,2,3,5448.9072,28,ETF
FDX36,9.695,1,0.12848269,0,223.9404,OFF049,1999,1,0,1,4950.8888,14,Bonds
DRD13,15,0,0.049357077,14,62.6168,OFF017,2007,2,1,1,958.752,6,ETF
FDC52,11.15,1,0.008326735,4,149.9708,OFF017,2007,2,1,1,1956.1204,6,Bonds
FDB45,20.85,0,0.021362955,6,103.2306,OFF049,1999,1,0,1,2404.2038,14,Bonds
NCK19,9.8,0,0.151420934,11,194.3478,OFF010,1998,2,2,0,387.4956,15,Private Equity
FDV51,16.35,0,0.032511818,10,165.0842,OFF013,1987,0,2,1,994.7052,26,Bonds
FDZ35,9.6,1,0.022323658,1,101.299,OFF045,2002,2,1,1,1754.383,11,Bonds
NCW17,18,0,0.019292355,8,129.9994,OFF027,1985,1,2,3,3340.9844,28,Private Equity
FDV59,13.35,0,0.048124443,1,216.7166,OFF045,2002,2,1,1,3918.8988,11,Bonds
DRH39,20.7,0,0.09261307,4,76.367,OFF013,1987,0,2,1,306.268,26,ETF
FDN60,15.1,0,0.094697274,0,158.4604,OFF027,1985,1,2,3,4278.4308,28,Bonds
FDU55,16.2,0,0.035984104,6,260.6278,OFF045,2002,2,1,1,4425.5726,11,Bonds
FDN58,13.8,1,0.056596985,13,230.9984,OFF027,1985,1,2,3,9267.936,28,Bonds
FDC41,15.6,0,0.2047,5,76.867,OFF019,1985,2,0,0,229.701,28,Bonds
FDO01,21.1,1,0.020618324,2,129.3994,OFF027,1985,1,2,3,2055.9904,28,Bonds
NCO43,5.5,0,0.04709821,11,101.3016,OFF046,1997,2,0,1,3339.6528,16,Private Equity
FDQ07,15.1,1,0.087584126,6,221.7456,OFF045,2002,2,1,1,6410.3224,11,Bonds
FDF28,15.7,1,0.038078899,5,122.9046,OFF017,2007,2,1,1,1992.0736,6,Bonds
FDM01,7.895,1,0.095102092,2,104.4332,OFF017,2007,2,1,1,2870.9296,6,Bonds
FDY49,17.2,1,0.011953902,3,164.5184,OFF027,1985,1,2,3,2807.0128,28,Bonds
FDR24,17.35,1,0.062799379,0,88.183,OFF013,1987,0,2,1,539.298,26,Bonds
NCY18,7.285,0,0.031125709,9,174.3054,OFF013,1987,0,2,1,4377.635,26,Private Equity
NCY30,20.25,0,0.026005891,9,180.9976,OFF045,2002,2,1,1,2716.464,11,Private Equity
FDJ22,18.75,0,0.09246392,13,190.9504,OFF019,1985,2,0,0,383.5008,28,Bonds
DRI37,15.85,0,0.107765165,14,59.5904,OFF049,1999,1,0,1,703.0848,14,ETF
FDL27,6.17,0,0.010647477,10,66.3826,OFF049,1999,1,0,1,1937.478,14,Bonds
NCO30,19.5,0,0.015749341,9,182.2608,OFF049,1999,1,0,1,3307.6944,14,Private Equity
NCB07,19.2,0,0.077628053,9,197.611,OFF049,1999,1,0,1,3142.576,14,Private Equity
FDX25,16.7,0,0.102071718,3,181.2292,OFF018,2009,1,2,2,2554.0088,4,Bonds
FDP59,20.85,1,0.056695731,1,104.0648,OFF018,2009,1,2,2,1869.5664,4,Bonds
FDR59,14.5,1,0.063993068,1,260.4594,OFF045,2002,2,1,1,5494.8474,11,Bonds
FDT27,11.395,1,0.069529262,10,233.1616,OFF013,1987,0,2,1,6093.4016,26,Bonds
DRI01,7.97,0,0.034452949,14,174.0422,OFF046,1997,2,0,1,2586.633,16,ETF
FDU09,7.71,1,0.06670068,13,55.2956,OFF049,1999,1,0,1,1255.6988,14,Bonds
FDH26,19.25,1,0.034699737,3,141.7496,OFF046,1997,2,0,1,4093.3384,16,Bonds
FDH27,7.075,0,0.058346939,4,142.2128,OFF046,1997,2,0,1,3163.8816,16,Bonds
FDN39,19.35,1,0.065203103,10,166.0816,OFF027,1985,1,2,3,5033.448,28,Bonds
FDH40,11.6,1,0.078929571,5,79.9276,OFF046,1997,2,0,1,1137.1864,16,Bonds
FDJ56,8.985,0,0.182514881,6,98.77,OFF027,1985,1,2,3,2696.49,28,Bonds
DRN47,12.1,0,0.016895293,7,178.566,OFF018,2009,1,2,2,898.83,4,ETF
NCO17,10,0,0.073379745,8,118.244,OFF046,1997,2,0,1,2756.412,16,Private Equity
FDX60,14.35,0,0.08075758,0,81.896,OFF045,2002,2,1,1,878.856,11,Bonds
FDT22,10.395,0,0.112271498,13,58.222,OFF049,1999,1,0,1,659.142,14,Bonds
FDX26,17.7,0,0.153741385,4,182.6292,OFF019,1985,2,0,0,182.4292,28,Bonds
FDG45,8.1,0,0.127929521,6,211.4902,OFF013,1987,0,2,1,3610.6334,26,Bonds
FDD44,8.05,1,0.07838564,6,256.4646,OFF035,2004,2,1,1,5153.292,9,Bonds
FDS15,9.195,1,0.078502143,10,108.7596,OFF017,2007,2,1,1,2588.6304,6,Bonds
FDL51,20.7,1,0.047684831,4,212.5876,OFF018,2009,1,2,2,1286.3256,4,Bonds
FDL32,15.7,1,0.123159656,6,110.1544,OFF017,2007,2,1,1,1230.3984,6,Bonds
FDZ07,15.1,1,0.138527892,6,60.2194,OFF027,1985,1,2,3,1733.7432,28,Bonds
NCW53,18.35,0,0.053392944,8,193.8162,OFF019,1985,2,0,0,384.8324,28,Private Equity
NCA54,16.5,0,0.036715907,9,180.0318,OFF045,2002,2,1,1,3969.4996,11,Private Equity
FDX09,9,0,0.065236932,13,176.437,OFF035,2004,2,1,1,7763.228,9,Bonds
FDO51,6.785,1,0.041947547,10,41.2112,OFF013,1987,0,2,1,809.6128,26,Bonds
FDW49,19.5,0,0.082888496,3,178.6002,OFF018,2009,1,2,2,1253.7014,4,Bonds
FDB27,7.575,0,0.055390121,4,195.2768,OFF046,1997,2,0,1,5715.2272,16,Bonds
FDF45,18.2,1,0.012194556,6,57.7904,OFF013,1987,0,2,1,1464.76,26,Bonds
FDV02,16.75,0,0.060495243,4,169.8106,OFF013,1987,0,2,1,3251.1014,26,Bonds
FDY28,7.47,1,0.181050859,5,214.3218,OFF035,2004,2,1,1,4274.436,9,Bonds
FDX31,20.35,1,0.014753811,6,231.7958,OFF027,1985,1,2,3,5375.0034,28,Bonds
FDR43,18.2,0,0.160707489,6,38.019,OFF027,1985,1,2,3,1318.284,28,Bonds
FDP51,13.85,1,0.085622362,10,119.4124,OFF018,2009,1,2,2,2251.7356,4,Bonds
FDL52,6.635,1,0.046350909,5,37.4506,OFF017,2007,2,1,1,1176.4686,6,Bonds
FDR44,6.11,1,0.102920886,6,130.4968,OFF046,1997,2,0,1,3523.4136,16,Bonds
FDB34,15.25,0,0.026604781,13,86.2198,OFF035,2004,2,1,1,610.5386,9,Bonds
FDC50,15.85,0,0.151983839,3,96.4094,OFF035,2004,2,1,1,1237.7222,9,Bonds
FDT57,15.2,0,0.031860325,13,235.1248,OFF010,1998,2,2,0,474.0496,15,Bonds
FDP22,14.65,1,0.099392369,13,52.6666,OFF027,1985,1,2,3,717.7324,28,Bonds
DRE49,20.75,0,0.021250002,14,150.5024,OFF046,1997,2,0,1,2580.6408,16,ETF
FDM40,10.195,0,0.159936948,5,143.2154,OFF046,1997,2,0,1,2552.6772,16,Bonds
FDY32,7.605,0,0.129503146,6,164.021,OFF045,2002,2,1,1,3914.904,11,Bonds
FDW07,18,1,0.142688846,6,88.5514,OFF046,1997,2,0,1,796.9626,16,Bonds
FDU02,13.35,0,0.179484411,4,228.9352,OFF019,1985,2,0,0,916.1408,28,Bonds
NCF18,18.35,0,0.089163056,9,191.3504,OFF045,2002,2,1,1,3259.7568,11,Private Equity
FDQ56,6.59,0,0.105761491,6,84.8908,OFF049,1999,1,0,1,1677.816,14,Bonds
FDN58,13.8,1,0.056960814,13,230.0984,OFF049,1999,1,0,1,3707.1744,14,Bonds
FDG35,21.2,1,0.00704098,15,173.5738,OFF046,1997,2,0,1,2954.1546,16,Bonds
FDY34,10.5,1,0.011026594,13,166.4842,OFF018,2009,1,2,2,2652.5472,4,Bonds
NCE19,8.97,0,0.093203257,9,52.7956,OFF045,2002,2,1,1,1037.3164,11,Private Equity
NCK31,10.895,0,0.026916794,11,50.9666,OFF027,1985,1,2,3,717.7324,28,Private Equity
NCJ29,10.6,0,0.035264298,8,86.1224,OFF045,2002,2,1,1,426.112,11,Private Equity
FDT59,13.65,0,0.015908424,1,231.1668,OFF035,2004,2,1,1,6911.004,9,Bonds
NCX41,19,0,0.017719277,8,211.0244,OFF046,1997,2,0,1,3811.0392,16,Private Equity
FDU45,15.6,1,0.035334201,13,115.3518,OFF027,1985,1,2,3,2277.036,28,Bonds
FDW24,6.8,0,0.065652494,0,48.9034,OFF019,1985,2,0,0,48.6034,28,Bonds
FDF22,6.865,0,0.056919038,13,212.8218,OFF049,1999,1,0,1,5770.4886,14,Bonds
FDM60,10.8,1,0.048143292,0,40.2138,OFF046,1997,2,0,1,690.4346,16,Bonds
FDR02,16.7,0,0.022047313,4,110.2886,OFF013,1987,0,2,1,1890.2062,26,Bonds
DRP35,18.85,0,0.090427268,7,126.2336,OFF027,1985,1,2,3,3195.84,28,ETF
FDS48,15.15,0,0.027779254,0,150.1708,OFF046,1997,2,0,1,1504.708,16,Bonds
NCZ42,10.5,0,0.011305397,9,238.3248,OFF010,1998,2,2,0,711.0744,15,Private Equity
FDZ38,17.6,0,0.008033611,4,174.2422,OFF018,2009,1,2,2,4311.055,4,Bonds
FDH19,19.35,0,0.033088472,10,175.4738,OFF046,1997,2,0,1,521.3214,16,Bonds
NCB55,15.7,0,0.160663021,9,59.4562,OFF046,1997,2,0,1,829.5868,16,Private Equity
FDC15,18.1,0,0.178975721,4,155.5288,OFF017,2007,2,1,1,1571.288,6,Bonds
FDF11,10.195,1,0.017627888,15,239.6538,OFF035,2004,2,1,1,2403.538,9,Bonds
FDW35,10.6,0,0.0194158,1,41.6454,OFF019,1985,2,0,0,83.8908,28,Bonds
FDB44,6.655,0,0.016993225,6,211.0586,OFF045,2002,2,1,1,844.2344,11,Bonds
NCC06,19,0,0.027139013,9,127.3336,OFF017,2007,2,1,1,2940.1728,6,Private Equity
FDR04,7.075,0,0.03777249,5,98.0068,OFF010,1998,2,2,0,291.6204,15,Bonds
FDB17,13.15,0,0.036746479,5,181.2976,OFF045,2002,2,1,1,3259.7568,11,Bonds
FDW43,20.1,1,0.022460102,6,226.8036,OFF049,1999,1,0,1,3415.554,14,Bonds
FDA27,20.35,1,0.030999068,4,256.7672,OFF018,2009,1,2,2,5624.6784,4,Bonds
NCU41,18.85,0,0.05213575,8,190.1846,OFF049,1999,1,0,1,6687.961,14,Private Equity
FDY56,16.35,1,0.062508438,6,227.1062,OFF049,1999,1,0,1,5642.655,14,Bonds
FDV39,11.3,0,0.007309544,10,196.2426,OFF018,2009,1,2,2,4943.565,4,Bonds
FDN32,17.5,0,0.015623754,6,182.6266,OFF018,2009,1,2,2,3135.2522,4,Bonds
FDW07,18,1,0.142978223,6,87.4514,OFF045,2002,2,1,1,796.9626,11,Bonds
FDZ27,7.935,0,0.017191055,4,51.535,OFF045,2002,2,1,1,848.895,11,Bonds
FDW23,5.765,0,0.143592939,0,37.3164,OFF019,1985,2,0,0,38.6164,28,Bonds
FDU01,20.25,1,0.011995271,3,184.5924,OFF046,1997,2,0,1,4997.4948,16,Bonds
FDF10,15.5,1,0.15717236,13,149.1418,OFF049,1999,1,0,1,588.5672,14,Bonds
DRH03,17.25,0,0.061393095,4,91.812,OFF019,1985,2,0,0,372.848,28,ETF
FDW27,5.86,1,0.264124669,10,155.7314,OFF019,1985,2,0,0,155.1314,28,Bonds
DRI13,15.35,0,0.020310046,14,218.0508,OFF013,1987,0,2,1,3038.7112,26,ETF
NCR05,10.1,0,0.054630834,8,200.2084,OFF046,1997,2,0,1,1587.2672,16,Private Equity
FDB29,16.7,1,0.052517969,5,115.4176,OFF045,2002,2,1,1,687.1056,11,Bonds
FDL51,20.7,1,0.047565208,4,213.4876,OFF049,1999,1,0,1,1929.4884,14,Bonds
FDB11,16,0,0.060797393,15,223.8404,OFF013,1987,0,2,1,3600.6464,26,Bonds
FDI35,14,0,0.041291169,15,180.7634,OFF046,1997,2,0,1,2181.1608,16,Bonds
FDX08,12.85,0,0.022604051,6,181.4318,OFF046,1997,2,0,1,3428.2042,16,Bonds
FDP59,20.85,1,0.056580228,1,105.6648,OFF045,2002,2,1,1,623.1888,11,Bonds
NCJ18,12.35,0,0.164196823,9,120.5124,OFF049,1999,1,0,1,2133.2232,14,Private Equity
FDJ41,6.85,0,0.022976497,5,261.6594,OFF018,2009,1,2,2,3401.5722,4,Bonds
FDU08,10.3,0,0.027310252,6,101.0042,OFF035,2004,2,1,1,1289.6546,9,Bonds
FDS09,8.895,1,0.141975462,13,49.6008,OFF019,1985,2,0,0,50.6008,28,Bonds
DRH15,8.775,0,0.137570242,4,45.9428,OFF013,1987,0,2,1,790.9704,26,ETF
NCV17,18.85,0,0.01619866,8,129.2626,OFF017,2007,2,1,1,3147.9024,6,Private Equity
NCO54,19.5,0,0.014205168,9,56.7614,OFF027,1985,1,2,3,2486.763,28,Private Equity
FDE24,14.85,0,0.09344495,0,141.0812,OFF035,2004,2,1,1,1139.8496,9,Bonds
FDH53,20.5,1,0.019199733,5,84.3592,OFF046,1997,2,0,1,1816.3024,16,Bonds
FDZ13,7.84,1,0.154120252,3,51.935,OFF018,2009,1,2,2,199.74,4,Bonds
FDW28,18.25,0,0.089004389,5,196.7452,OFF045,2002,2,1,1,978.726,11,Bonds
FDU46,10.3,1,0.011117041,13,85.854,OFF013,1987,0,2,1,2683.174,26,Bonds
NCE43,12.5,0,0.103422709,9,169.9448,OFF035,2004,2,1,1,2897.5616,9,Private Equity
FDS26,20.35,0,0.089035961,4,260.5594,OFF027,1985,1,2,3,9158.079,28,Bonds
FDB14,20.25,1,0.102723919,3,93.212,OFF046,1997,2,0,1,1957.452,16,Bonds
DRB48,16.75,1,0.024733134,14,40.2822,OFF027,1985,1,2,3,1296.3126,28,ETF
NCC42,15,0,0.044871033,8,140.3838,OFF013,1987,0,2,1,2528.7084,26,Private Equity
FDQ20,8.325,0,0.029760052,6,38.7138,OFF013,1987,0,2,1,284.2966,26,Bonds
FDA13,15.85,0,0.078999287,3,38.6506,OFF017,2007,2,1,1,759.012,6,Bonds
FDZ15,13.1,0,0.020870744,4,117.3782,OFF046,1997,2,0,1,1787.673,16,Bonds
NCV42,6.26,0,0.031599715,9,111.3228,OFF017,2007,2,1,1,2431.5016,6,Private Equity
DRI51,17.25,0,0.042413704,4,173.1764,OFF018,2009,1,2,2,4466.1864,4,ETF
FDO28,5.765,0,0.072284689,5,119.9098,OFF035,2004,2,1,1,2048.6666,9,Bonds
NCS54,13.6,0,0.009984847,9,175.437,OFF013,1987,0,2,1,1940.807,26,Private Equity
FDH16,10.5,0,0.052852621,5,88.783,OFF017,2007,2,1,1,2067.309,6,Bonds
FDG24,7.975,0,0.014660821,0,85.125,OFF045,2002,2,1,1,2663.2,11,Bonds
FDR52,12.65,1,0.076354362,5,192.1846,OFF018,2009,1,2,2,1146.5076,4,Bonds
NCH06,12.3,0,0.076709639,9,247.846,OFF045,2002,2,1,1,3448.844,11,Private Equity
FDA36,5.985,0,0.005677876,0,184.8924,OFF045,2002,2,1,1,1665.8316,11,Bonds
FDU56,16.85,0,0.044395576,6,184.7266,OFF027,1985,1,2,3,8114.7704,28,Bonds
FDT09,15.15,1,0.012282366,13,132.5284,OFF049,1999,1,0,1,1713.7692,14,Bonds
FDU25,12.35,0,0.026681262,3,56.4246,OFF046,1997,2,0,1,810.9444,16,Bonds
FDK41,14.3,0,0.127541722,5,84.9224,OFF046,1997,2,0,1,1193.1136,16,Bonds
NCT54,8.695,0,0.119513002,9,93.4094,OFF035,2004,2,1,1,856.8846,9,Private Equity
FDV51,16.35,0,0.054463442,10,163.8842,OFF010,1998,2,2,0,165.7842,15,Bonds
FDM24,6.135,1,0.079339758,0,151.3366,OFF045,2002,2,1,1,1057.9562,11,Bonds
NCO30,19.5,0,0.015756784,9,185.0608,OFF045,2002,2,1,1,2205.1296,11,Private Equity
FDQ45,9.5,1,0.010907967,13,182.3608,OFF013,1987,0,2,1,2940.1728,26,Bonds
DRK59,8.895,0,0.07543556,7,235.8616,OFF035,2004,2,1,1,3046.7008,9,ETF
FDW28,18.25,0,0.09880266,5,196.8452,OFF046,1997,2,0,1,3327.6684,16,Bonds
FDC02,21.35,0,0.115194717,3,258.3278,OFF010,1998,2,2,0,520.6556,15,Bonds
FDR21,19.7,0,0.066922802,13,174.837,OFF035,2004,2,1,1,2999.429,9,Bonds
FDN48,13.35,0,0.064636203,0,90.0804,OFF027,1985,1,2,3,2113.2492,28,Bonds
FDT44,16.6,0,0.103195401,6,117.8466,OFF045,2002,2,1,1,942.7728,11,Bonds
FDX14,13.1,0,0.13121032,4,74.0354,OFF019,1985,2,0,0,75.2354,28,Bonds
FDH57,10.895,0,0.035747522,6,133.6284,OFF046,1997,2,0,1,1581.9408,16,Bonds
FDH28,15.85,1,0.192650072,5,37.4506,OFF019,1985,2,0,0,37.9506,28,Bonds
NCT41,15.7,0,0.098031771,8,151.3024,OFF019,1985,2,0,0,151.8024,28,Private Equity
FDO11,8,1,0.030118338,1,248.8092,OFF027,1985,1,2,3,3486.1288,28,Bonds
NCP42,8.51,0,0.016201845,9,195.2478,OFF017,2007,2,1,1,4262.4516,6,Private Equity
FDN09,14.15,0,0.05837308,13,243.9828,OFF010,1998,2,2,0,731.0484,15,Bonds
FDP32,6.65,0,0.087652908,6,128.8678,OFF035,2004,2,1,1,1398.8458,9,Bonds
FDV57,15.25,1,0.065999008,13,177.966,OFF049,1999,1,0,1,2336.958,14,Bonds
FDW28,18.25,0,0.088750333,5,196.5452,OFF013,1987,0,2,1,2348.9424,26,Bonds
FDR56,15.5,1,0.100277876,6,196.8768,OFF027,1985,1,2,3,7094.7648,28,Bonds
FDA40,16,1,0.099252438,5,87.4856,OFF035,2004,2,1,1,1054.6272,9,Bonds
NCG42,19.2,0,0.041283893,9,127.831,OFF045,2002,2,1,1,1298.31,11,Private Equity
NCK54,12.15,0,0.029510977,9,117.815,OFF017,2007,2,1,1,2330.3,6,Private Equity
FDE16,8.895,0,0.026384672,5,208.9954,OFF049,1999,1,0,1,4584.6988,14,Bonds
FDB15,10.895,0,0.228993134,4,263.4568,OFF010,1998,2,2,0,527.3136,15,Bonds
FDC40,16,1,0.065431917,4,76.1986,OFF017,2007,2,1,1,1869.5664,6,Bonds
FDE53,10.895,0,0.026749991,5,106.928,OFF027,1985,1,2,3,2876.256,28,Bonds
FDK24,9.195,0,0.116445981,0,43.6744,OFF018,2009,1,2,2,407.4696,4,Bonds
FDW31,11.35,1,0.043333912,6,201.0742,OFF018,2009,1,2,2,2189.8162,4,Bonds
NCX29,10,0,0.089656812,8,144.0102,OFF017,2007,2,1,1,1603.9122,6,Private Equity
NCM07,9.395,0,0.039954281,11,82.4908,OFF035,2004,2,1,1,2013.3792,9,Private Equity
DRN36,15.2,0,0.087854925,14,95.9752,OFF019,1985,2,0,0,95.8752,28,ETF
FDQ37,20.75,0,0.149404057,2,192.8478,OFF010,1998,2,2,0,774.9912,15,Bonds
FDK43,9.8,0,0.0268952,10,128.402,OFF045,2002,2,1,1,2403.538,11,Bonds
FDK28,5.695,0,0.065857092,5,258.5646,OFF018,2009,1,2,2,4380.2982,4,Bonds
FDR43,18.2,0,0.161817014,6,37.819,OFF045,2002,2,1,1,219.714,11,Bonds
FDL48,19.35,1,0.082197959,0,49.2034,OFF013,1987,0,2,1,729.051,26,Bonds
DRL23,18.35,0,0.015335349,7,106.6938,OFF045,2002,2,1,1,1393.5194,11,ETF
NCX42,6.36,0,0.00599072,9,163.6526,OFF045,2002,2,1,1,5262.4832,11,Private Equity
DRD37,9.8,0,0.013898123,14,46.506,OFF018,2009,1,2,2,372.848,4,ETF
FDZ47,20.7,1,0.078912473,0,99.9042,OFF027,1985,1,2,3,3273.7386,28,Bonds
NCJ54,9.895,0,0.059776237,9,231.7642,OFF027,1985,1,2,3,5344.3766,28,Private Equity
FDL52,6.635,1,0.057071605,5,39.7506,OFF013,1987,0,2,1,303.6048,26,Bonds
FDC15,18.1,0,0.297883712,4,156.7288,OFF010,1998,2,2,0,314.2576,15,Bonds
NCD19,8.93,0,0.022059594,9,56.0614,OFF010,1998,2,2,0,276.307,15,Private Equity
FDD08,8.3,0,0.03532494,6,38.9506,OFF013,1987,0,2,1,721.0614,26,Bonds
NCN18,8.895,0,0.124967595,9,112.7544,OFF045,2002,2,1,1,3467.4864,11,Private Equity
FDY56,16.35,1,0.062411404,6,225.9062,OFF046,1997,2,0,1,5416.9488,16,Bonds
NCI29,8.6,0,0.032754431,8,140.5154,OFF018,2009,1,2,2,283.6308,4,Private Equity
NCE06,5.825,0,0.160178832,9,160.2894,OFF019,1985,2,0,0,323.5788,28,Private Equity
FDC08,19,1,0.104035148,6,227.772,OFF017,2007,2,1,1,5206.556,6,Bonds
FDU52,7.56,0,0.06390019,5,157.263,OFF045,2002,2,1,1,2503.408,11,Bonds
FDN16,12.6,1,0.062648111,5,104.899,OFF013,1987,0,2,1,1960.781,26,Bonds
NCM55,15.6,0,0.111685868,11,184.7924,OFF010,1998,2,2,0,370.1848,15,Private Equity
FDR49,8.71,0,0.233039817,3,49.5376,OFF010,1998,2,2,0,95.8752,15,Bonds
FDC15,18.1,0,0.17824575,4,158.1288,OFF049,1999,1,0,1,3299.7048,14,Bonds
FDB53,13.35,0,0.140241213,5,150.2392,OFF017,2007,2,1,1,2684.5056,6,Bonds
FDK44,16.6,0,0.122308544,6,173.3738,OFF046,1997,2,0,1,2085.2856,16,Bonds
FDA16,6.695,0,0.033935576,5,221.9456,OFF035,2004,2,1,1,2210.456,9,Bonds
FDO19,17.7,1,0.016516275,6,47.4034,OFF027,1985,1,2,3,2187.153,28,Bonds
FDO04,16.6,0,0.026537206,5,57.2614,OFF046,1997,2,0,1,1049.9666,16,Bonds
NCL19,15.35,0,0.015673267,11,145.047,OFF035,2004,2,1,1,2719.793,9,Private Equity
FDA44,19.7,0,0.089083914,6,54.593,OFF010,1998,2,2,0,56.593,15,Bonds
FDR60,14.3,0,0.131152799,0,78.6328,OFF017,2007,2,1,1,231.6984,6,Bonds
FDV37,13,1,0.083109455,3,195.8426,OFF027,1985,1,2,3,5734.5354,28,Bonds
FDG53,10,0,0.045818773,5,138.718,OFF013,1987,0,2,1,1398.18,26,Bonds
DRG01,14.8,0,0.044869794,14,76.467,OFF035,2004,2,1,1,1531.34,9,ETF
FDB38,19.5,1,0.02734015,3,160.692,OFF019,1985,2,0,0,319.584,28,Bonds
FDI27,8.71,1,0.04605781,4,43.8744,OFF049,1999,1,0,1,633.8416,14,Bonds
FDD29,12.15,0,0.030815427,5,252.0698,OFF010,1998,2,2,0,1014.6792,15,Bonds
NCR41,17.85,0,0.01806055,8,97.0094,OFF045,2002,2,1,1,2094.6068,11,Private Equity
FDW44,9.5,1,0.035205866,6,171.3448,OFF049,1999,1,0,1,2386.2272,14,Bonds
